Name1,Name2,Name1_res,Draw,Name2_res,Names_x,Intelligence_x,Strength_x,Speed_x,Durability_x,Power_x,Combat_x,Names_y,Intelligence_y,Strength_y,Speed_y,Durability_y,Power_y,Combat_y
Superman,Black Flash,22.2,0.0,77.8,Superman,80.13,93.59,88.62,77.69,83.72,70.9,Black Flash,50.0,30.0,100.0,70.0,100.0,50.0
Onslaught,Black Flash,100.0,0.0,0.0,Onslaught,95.0,100.0,100.0,100.0,100.0,80.0,Black Flash,50.0,30.0,100.0,70.0,100.0,50.0
Batman,Hela,0.0,0.0,100.0,Batman,82.33,17.62,21.84,18.4,24.6,92.56,Hela,85.0,100.0,76.25,72.5,93.75,87.5
Vandal Savage,Lobo,0.0,0.0,100.0,Vandal Savage,86.67,11.67,8.33,25.0,36.67,83.33,Lobo,93.33,100.0,93.33,95.0,85.0,98.33
Aurora,Blink,100.0,0.0,0.0,Aurora,65.0,10.0,80.0,30.0,50.0,60.0,Blink,60.0,1.0,8.5,7.5,22.5,45.0
Hulk,Hela,15.8,0.0,84.2,Hulk,65.83,91.39,62.83,78.89,85.56,68.06,Hela,85.0,100.0,76.25,72.5,93.75,87.5
Spider-Man,Hela,0.0,0.0,100.0,Spider-Man,76.96,43.91,34.26,34.04,51.96,68.26,Hela,85.0,100.0,76.25,72.5,93.75,87.5
Superman,Hela,31.6,0.0,68.4,Superman,80.13,93.59,88.62,77.69,83.72,70.9,Hela,85.0,100.0,76.25,72.5,93.75,87.5
Thanos,Hela,81.3,0.0,18.8,Thanos,94.64,96.43,77.86,86.07,93.93,96.07,Hela,85.0,100.0,76.25,72.5,93.75,87.5
Stan Lee,Superman,83.3,0.0,16.7,Stan Lee,100.0,100.0,100.0,100.0,100.0,100.0,Superman,80.13,93.59,88.62,77.69,83.72,70.9
Namor,Blue Beetle II,100.0,0.0,0.0,Namor,68.33,98.33,58.33,81.67,80.0,73.33,Blue Beetle II,95.0,6.0,14.0,15.0,20.0,70.0
Moon Knight,Giant-Man,0.0,0.0,100.0,Moon Knight,68.33,50.0,50.0,45.0,58.33,88.33,Giant-Man,70.0,70.0,47.5,40.0,65.0,35.0
Hela,Thor,66.7,1.1,32.2,Hela,85.0,100.0,76.25,72.5,93.75,87.5,Thor,60.0,100.0,100.0,100.0,100.0,80.0
Hela,Thor,66.7,1.1,32.2,Hela,85.0,100.0,76.25,72.5,93.75,87.5,Thor,69.5,95.5,79.75,79.0,90.0,83.25
Lucifer Morningstar,Franklin Richards,87.5,0.0,12.5,Lucifer Morningstar,100.0,68.6,71.2,74.0,96.0,100.0,Franklin Richards,81.67,100.0,100.0,100.0,100.0,61.67
Morbius,Ra's Al Ghul,100.0,0.0,0.0,Morbius,85.0,33.33,33.33,20.0,50.0,50.0,Ra's Al Ghul,79.0,18.8,23.8,11.4,22.2,85.0
Quake,Vibe,78.6,0.0,21.4,Quake,70.0,25.0,25.0,30.0,70.0,90.0,Vibe,60.0,1.0,5.0,10.0,75.0,45.0
Firestorm,Ray,47.4,5.3,47.4,Firestorm,82.5,70.0,72.5,78.75,86.25,66.25,Ray,70.0,25.0,80.0,35.0,65.0,40.0
Captain Marvel,Wonder Man,0.0,0.0,100.0,Captain Marvel,72.5,77.5,90.0,37.5,72.5,35.0,Wonder Man,70.0,95.0,75.0,90.0,85.0,70.0
Captain Marvel,Wonder Man,0.0,0.0,100.0,Captain Marvel,61.88,70.0,70.0,59.38,84.38,80.0,Wonder Man,70.0,95.0,75.0,90.0,85.0,70.0
Legion,Azazel,100.0,0.0,0.0,Legion,93.33,76.67,83.33,86.67,100.0,83.33,Azazel,57.5,14.5,24.5,32.5,45.0,80.0
Magus,Lobo,100.0,0.0,0.0,Magus,92.5,100.0,100.0,100.0,92.5,90.0,Lobo,93.33,100.0,93.33,95.0,85.0,98.33
Wolverine,Vandal Savage,86.7,0.0,13.3,Wolverine,65.0,17.33,18.83,56.67,52.5,82.5,Vandal Savage,86.67,11.67,8.33,25.0,36.67,83.33
Black Cat,Ultron,0.0,0.0,100.0,Black Cat,72.5,45.0,42.0,40.0,57.5,75.0,Ultron,95.0,77.5,71.25,80.0,77.5,80.0
Green Arrow,Elongated Man,0.0,100.0,0.0,Green Arrow,67.5,4.5,14.17,10.67,12.83,73.33,Elongated Man,85.0,1.0,11.0,35.0,25.0,40.0
Thanos,Stan Lee,0.0,0.0,100.0,Thanos,94.64,96.43,77.86,86.07,93.93,96.07,Stan Lee,100.0,100.0,100.0,100.0,100.0,100.0
Superboy,Kingpin,100.0,0.0,0.0,Superboy,68.33,80.0,71.67,60.83,77.5,51.67,Kingpin,66.25,22.0,14.0,17.5,12.5,65.0
Hela,Loki,74.4,5.1,20.5,Hela,85.0,100.0,76.25,72.5,93.75,87.5,Loki,88.12,71.88,71.25,71.88,87.5,82.5
Hela,Mephisto,30.8,0.0,69.2,Hela,85.0,100.0,76.25,72.5,93.75,87.5,Mephisto,100.0,100.0,100.0,100.0,100.0,77.5
Spartan,Superman,0.0,0.0,100.0,Spartan,62.5,3.0,6.0,10.0,10.0,60.0,Superman,80.13,93.59,88.62,77.69,83.72,70.9
Balder,Juggernaut,100.0,0.0,0.0,Balder,70.0,75.0,100.0,75.0,70.0,85.0,Juggernaut,60.0,85.0,77.0,85.0,91.0,66.0
Batgirl,The Wasp,0.0,50.0,50.0,Batgirl,77.22,15.11,21.56,20.33,24.22,75.0,The Wasp,90.0,1.0,25.0,35.0,30.0,35.0
Ant-Man,Iceman,0.0,0.0,100.0,Ant-Man,78.33,28.67,19.33,20.0,31.67,56.67,Iceman,58.33,24.33,31.33,50.0,71.67,56.67
Shatterstar,Red Hood,0.0,0.0,100.0,Shatterstar,75.0,25.0,25.0,20.0,25.0,95.0,Red Hood,77.14,8.71,16.29,12.86,18.57,91.43
Ray,Mister Fantastic,100.0,0.0,0.0,Ray,70.0,25.0,80.0,35.0,65.0,40.0,Mister Fantastic,95.0,57.17,57.0,66.67,79.17,72.5
Krypto,Iceman,100.0,0.0,0.0,Krypto,45.0,75.0,87.5,67.5,67.5,25.0,Iceman,58.33,24.33,31.33,50.0,71.67,56.67
Venom,Morbius,30.8,0.0,69.2,Venom,62.14,30.0,21.43,25.71,52.14,75.0,Morbius,85.0,33.33,33.33,20.0,50.0,50.0
Hela,Nova,100.0,0.0,0.0,Hela,85.0,100.0,76.25,72.5,93.75,87.5,Nova,77.0,85.0,100.0,89.0,89.0,74.0
Hela,Captain America,80.0,0.0,20.0,Hela,85.0,100.0,76.25,72.5,93.75,87.5,Captain America,73.12,36.31,37.56,34.75,49.38,93.12
Wolverine,Madame Hydra,100.0,0.0,0.0,Wolverine,65.0,17.33,18.83,56.67,52.5,82.5,Madame Hydra,65.0,1.0,11.0,10.0,15.0,80.0
Deathlok,Abomination,0.0,0.0,100.0,Deathlok,75.0,11.0,8.0,30.0,60.0,50.0,Abomination,72.5,95.0,62.5,72.5,70.0,72.5
Red Hulk,Magus,0.0,0.0,100.0,Red Hulk,85.0,100.0,100.0,100.0,100.0,75.0,Magus,92.5,100.0,100.0,100.0,92.5,90.0
James Gordon,Mister Zsasz,0.0,0.0,100.0,James Gordon,68.33,2.33,3.0,7.67,7.67,48.33,Mister Zsasz,65.0,1.0,13.5,9.5,7.75,35.0
Lobo,Fallen One,25.0,0.0,75.0,Lobo,93.33,100.0,93.33,95.0,85.0,98.33,Fallen One,77.5,100.0,100.0,95.0,97.5,80.0
Supergirl,Superwoman,100.0,0.0,0.0,Supergirl,66.0,97.5,93.5,74.5,83.5,57.0,Superwoman,68.33,88.33,76.67,71.67,80.0,66.67
Luke Cage,James Gordon,100.0,0.0,0.0,Luke Cage,65.0,30.0,18.0,32.5,27.5,65.0,James Gordon,68.33,2.33,3.0,7.67,7.67,48.33
Hela,Captain Planet,100.0,0.0,0.0,Hela,85.0,100.0,76.25,72.5,93.75,87.5,Captain Planet,90.0,100.0,80.0,90.0,100.0,70.0
Wonder Woman,Hela,22.7,0.0,77.3,Wonder Woman,79.5,88.0,76.0,73.75,81.5,87.75,Hela,85.0,100.0,76.25,72.5,93.75,87.5
Black Flash,Flash,33.3,33.3,33.3,Black Flash,50.0,30.0,100.0,70.0,100.0,50.0,Flash,74.52,24.33,98.1,47.24,83.33,57.1
Scarecrow,Nova,0.0,0.0,100.0,Scarecrow,83.33,9.0,16.33,12.0,20.0,31.33,Nova,77.0,85.0,100.0,89.0,89.0,74.0
Galactus,Stan Lee,5.9,0.0,94.1,Galactus,98.33,100.0,98.33,96.67,97.0,76.0,Stan Lee,100.0,100.0,100.0,100.0,100.0,100.0
Green Lantern,Franklin Richards,60.0,0.0,40.0,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37,Franklin Richards,81.67,100.0,100.0,100.0,100.0,61.67
Man-Bat,Magneto,0.0,0.0,100.0,Man-Bat,65.0,25.0,25.0,12.67,21.67,8.33,Magneto,80.0,82.5,47.5,65.0,85.0,60.0
Lantern Bleez,Sinestro,0.0,0.0,100.0,Lantern Bleez,60.0,95.0,100.0,90.0,100.0,60.0,Sinestro,75.0,83.33,91.67,90.0,88.33,56.67
Hela,Wonder Man,100.0,0.0,0.0,Hela,85.0,100.0,76.25,72.5,93.75,87.5,Wonder Man,70.0,95.0,75.0,90.0,85.0,70.0
Doomsday,Talia Al Ghul,100.0,0.0,0.0,Doomsday,41.67,100.0,75.83,85.0,91.67,49.17,Talia Al Ghul,82.5,13.0,18.5,11.5,15.0,72.5
Juggernaut,Booster Gold,100.0,0.0,0.0,Juggernaut,60.0,85.0,77.0,85.0,91.0,66.0,Booster Gold,73.33,41.67,60.0,55.0,65.0,51.67
Blob,Professor X,0.0,0.0,100.0,Blob,50.0,27.5,15.5,35.0,42.5,50.0,Professor X,80.0,1.0,1.0,3.67,75.0,8.67
Doctor Psycho,Doomsday,0.0,0.0,100.0,Doctor Psycho,85.0,1.0,10.0,10.0,40.0,15.0,Doomsday,41.67,100.0,75.83,85.0,91.67,49.17
Ghost Rider,Beyonder,0.0,0.0,100.0,Ghost Rider,70.62,83.12,71.88,78.75,88.75,73.75,Beyonder,100.0,100.0,100.0,98.0,100.0,90.0
Loki,Highfather,0.0,0.0,100.0,Loki,88.12,71.88,71.25,71.88,87.5,82.5,Highfather,98.75,100.0,100.0,100.0,100.0,95.0
Thanos,Lucifer Morningstar,14.3,0.0,85.7,Thanos,94.64,96.43,77.86,86.07,93.93,96.07,Lucifer Morningstar,100.0,68.6,71.2,74.0,96.0,100.0
Thanos,Grandmaster,22.7,0.0,77.3,Thanos,94.64,96.43,77.86,86.07,93.93,96.07,Grandmaster,95.0,75.0,25.0,100.0,100.0,60.0
Hela,She-Hulk,100.0,0.0,0.0,Hela,85.0,100.0,76.25,72.5,93.75,87.5,She-Hulk,65.0,76.67,56.67,75.0,71.67,71.67
Green Arrow,Crossbones,50.0,0.0,50.0,Green Arrow,67.5,4.5,14.17,10.67,12.83,73.33,Crossbones,57.5,8.0,15.5,11.0,10.0,80.0
Black Panther,Quake,14.3,14.3,71.4,Black Panther,88.33,50.0,49.44,50.22,51.67,97.78,Quake,70.0,25.0,25.0,30.0,70.0,90.0
Atlas,Juggernaut,17.6,0.0,82.4,Atlas,60.0,100.0,50.0,100.0,100.0,75.0,Juggernaut,60.0,85.0,77.0,85.0,91.0,66.0
Deadman,Jericho,100.0,0.0,0.0,Deadman,65.0,10.33,46.67,66.67,53.33,45.0,Jericho,75.0,8.0,11.0,10.0,30.0,80.0
Hela,Enchantress,100.0,0.0,0.0,Hela,85.0,100.0,76.25,72.5,93.75,87.5,Enchantress,75.0,47.5,22.5,26.5,72.5,50.0
Hela,Enchantress,100.0,0.0,0.0,Hela,85.0,100.0,76.25,72.5,93.75,87.5,Enchantress,80.0,35.0,45.0,55.0,78.33,48.33
Hela,Odin,0.0,0.0,100.0,Hela,85.0,100.0,76.25,72.5,93.75,87.5,Odin,95.0,100.0,100.0,100.0,100.0,95.0
Hela,Odin,0.0,0.0,100.0,Hela,85.0,100.0,76.25,72.5,93.75,87.5,Odin,99.5,92.5,92.5,95.0,98.0,96.5
Ray,Eclipso,100.0,0.0,0.0,Ray,70.0,25.0,80.0,35.0,65.0,40.0,Eclipso,96.67,100.0,100.0,100.0,100.0,93.33
Captain Marvel,Hela,0.0,0.0,100.0,Captain Marvel,72.5,77.5,90.0,37.5,72.5,35.0,Hela,85.0,100.0,76.25,72.5,93.75,87.5
Captain Marvel,Hela,0.0,0.0,100.0,Captain Marvel,61.88,70.0,70.0,59.38,84.38,80.0,Hela,85.0,100.0,76.25,72.5,93.75,87.5
Killer Frost,Shazam,0.0,0.0,100.0,Killer Frost,67.5,9.5,25.5,14.0,32.0,38.5,Shazam,70.0,92.5,77.5,70.0,80.0,48.75
Hela,Big Barda,100.0,0.0,0.0,Hela,85.0,100.0,76.25,72.5,93.75,87.5,Big Barda,72.5,87.5,65.0,75.0,67.5,100.0
Atlas,Superboy,0.0,0.0,100.0,Atlas,60.0,100.0,50.0,100.0,100.0,75.0,Superboy,68.33,80.0,71.67,60.83,77.5,51.67
Lex Luthor,Wonder Man,0.0,0.0,100.0,Lex Luthor,90.0,51.64,53.45,45.27,42.36,43.73,Wonder Man,70.0,95.0,75.0,90.0,85.0,70.0
Legion,Quake,100.0,0.0,0.0,Legion,93.33,76.67,83.33,86.67,100.0,83.33,Quake,70.0,25.0,25.0,30.0,70.0,90.0
Professor X,Icon,0.0,0.0,100.0,Professor X,80.0,1.0,1.0,3.67,75.0,8.67,Icon,80.0,100.0,100.0,90.0,85.0,90.0
Cyborg,Steppenwolf,20.0,0.0,80.0,Cyborg,73.89,55.0,47.89,41.11,58.89,42.78,Steppenwolf,85.0,95.0,43.33,60.0,68.33,91.67
Black Hand,Mister Sinister,50.0,0.0,50.0,Black Hand,75.0,100.0,100.0,100.0,100.0,60.0,Mister Sinister,80.0,10.67,10.33,20.0,58.33,28.0
Mister Mxyzptlk,Lucifer Morningstar,0.0,0.0,100.0,Mister Mxyzptlk,95.0,100.0,100.0,100.0,100.0,50.0,Lucifer Morningstar,100.0,68.6,71.2,74.0,96.0,100.0
Mister Fantastic,The Living Tribunal,0.0,0.0,100.0,Mister Fantastic,95.0,57.17,57.0,66.67,79.17,72.5,The Living Tribunal,100.0,100.0,100.0,100.0,100.0,100.0
Green Lantern,Swamp Thing,66.7,0.0,33.3,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37,Swamp Thing,86.67,88.33,72.5,77.5,88.33,53.33
Batman,Toyman,100.0,0.0,0.0,Batman,82.33,17.62,21.84,18.4,24.6,92.56,Toyman,85.0,2.33,4.0,10.0,28.33,15.0
Quicksilver,Human Torch,100.0,0.0,0.0,Quicksilver,67.0,40.0,73.0,35.4,63.0,53.0,Human Torch,65.0,8.0,35.0,36.67,56.67,48.33
Magus,Poison Ivy,100.0,0.0,0.0,Magus,92.5,100.0,100.0,100.0,92.5,90.0,Poison Ivy,69.17,16.33,12.5,19.33,40.83,25.67
Watcher,Dormammu,0.0,0.0,100.0,Watcher,100.0,100.0,100.0,100.0,100.0,50.0,Dormammu,96.25,100.0,93.75,100.0,100.0,80.0
Hela,Swamp Thing,33.3,0.0,66.7,Hela,85.0,100.0,76.25,72.5,93.75,87.5,Swamp Thing,86.67,88.33,72.5,77.5,88.33,53.33
Hela,The Spectre,0.0,0.0,100.0,Hela,85.0,100.0,76.25,72.5,93.75,87.5,The Spectre,100.0,100.0,100.0,100.0,100.0,90.0
Ronan The Accuser,Colossus,100.0,0.0,0.0,Ronan The Accuser,77.5,41.25,29.0,52.5,76.25,75.0,Colossus,55.0,75.0,25.0,60.0,60.0,60.0
Moon Knight,Gladiator,6.4,0.0,93.6,Moon Knight,68.33,50.0,50.0,45.0,58.33,88.33,Gladiator,62.5,100.0,100.0,100.0,82.5,65.0
Speed,Flash,0.0,0.0,100.0,Speed,50.0,1.0,50.0,7.5,35.0,15.0,Flash,74.52,24.33,98.1,47.24,83.33,57.1
Lex Luthor,Gambit,100.0,0.0,0.0,Lex Luthor,90.0,51.64,53.45,45.27,42.36,43.73,Gambit,65.0,5.0,25.0,15.0,60.0,75.0
Catwoman,Mister Zsasz,100.0,0.0,0.0,Catwoman,58.75,4.12,10.62,9.56,14.19,59.69,Mister Zsasz,65.0,1.0,13.5,9.5,7.75,35.0
Rogue,Ares,0.0,0.0,100.0,Rogue,64.29,58.0,36.57,50.71,80.71,64.29,Ares,94.17,97.5,83.33,83.33,90.83,100.0
Rogue,Ares,0.0,0.0,100.0,Rogue,64.29,58.0,36.57,50.71,80.71,64.29,Ares,80.0,90.0,75.0,95.0,80.0,100.0
Galactus,Hela,100.0,0.0,0.0,Galactus,98.33,100.0,98.33,96.67,97.0,76.0,Hela,85.0,100.0,76.25,72.5,93.75,87.5
Atlas,Hercules,0.0,0.0,100.0,Atlas,60.0,100.0,50.0,100.0,100.0,75.0,Hercules,70.0,100.0,75.0,100.0,100.0,85.0
Atlas,Hercules,0.0,0.0,100.0,Atlas,60.0,100.0,50.0,100.0,100.0,75.0,Hercules,65.0,100.0,80.0,100.0,100.0,100.0
Hela,Vision,100.0,0.0,0.0,Hela,85.0,100.0,76.25,72.5,93.75,87.5,Vision,89.17,67.5,53.33,58.33,74.17,69.17
Mister Freeze,Gorilla Grodd,0.0,0.0,100.0,Mister Freeze,85.0,16.6,14.6,15.4,24.0,28.8,Gorilla Grodd,73.75,22.25,19.75,22.5,41.25,42.5
Atlas,Atlas,83.3,0.0,16.7,Atlas,60.0,100.0,50.0,100.0,100.0,75.0,Atlas,60.0,100.0,50.0,100.0,100.0,75.0
Shadowcat,Tigra,100.0,0.0,0.0,Shadowcat,70.0,1.0,10.33,18.33,58.33,55.0,Tigra,60.0,25.0,25.0,15.0,30.0,60.0
Hela,Scarlet Witch,70.0,5.0,25.0,Hela,85.0,100.0,76.25,72.5,93.75,87.5,Scarlet Witch,82.14,61.57,85.0,81.43,97.14,66.43
Hela,Doctor Fate,71.4,0.0,28.6,Hela,85.0,100.0,76.25,72.5,93.75,87.5,Doctor Fate,87.5,95.62,98.12,93.75,100.0,70.62
Captain Marvel,Green Lantern,0.0,0.0,100.0,Captain Marvel,72.5,77.5,90.0,37.5,72.5,35.0,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37
Captain Marvel,Green Lantern,0.0,0.0,100.0,Captain Marvel,61.88,70.0,70.0,59.38,84.38,80.0,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37
Scarlet Witch,Black Flash,57.1,0.0,42.9,Scarlet Witch,82.14,61.57,85.0,81.43,97.14,66.43,Black Flash,50.0,30.0,100.0,70.0,100.0,50.0
Quicksilver,Black Flash,25.0,0.0,75.0,Quicksilver,67.0,40.0,73.0,35.4,63.0,53.0,Black Flash,50.0,30.0,100.0,70.0,100.0,50.0
Hela,Black Flash,0.0,0.0,100.0,Hela,85.0,100.0,76.25,72.5,93.75,87.5,Black Flash,50.0,30.0,100.0,70.0,100.0,50.0
Hela,Trigon,0.0,0.0,100.0,Hela,85.0,100.0,76.25,72.5,93.75,87.5,Trigon,93.0,96.0,95.0,96.0,96.0,76.0
Lucifer Morningstar,Thor,88.9,0.0,11.1,Lucifer Morningstar,100.0,68.6,71.2,74.0,96.0,100.0,Thor,60.0,100.0,100.0,100.0,100.0,80.0
Lucifer Morningstar,Thor,88.9,0.0,11.1,Lucifer Morningstar,100.0,68.6,71.2,74.0,96.0,100.0,Thor,69.5,95.5,79.75,79.0,90.0,83.25
Loki,Tyrant,0.0,0.0,100.0,Loki,88.12,71.88,71.25,71.88,87.5,82.5,Tyrant,85.0,100.0,100.0,100.0,100.0,60.0
Mephisto,Aquaman,0.0,0.0,100.0,Mephisto,100.0,100.0,100.0,100.0,100.0,77.5,Aquaman,64.09,68.64,48.82,46.55,60.0,72.73
Superboy-Prime,Orion,80.0,0.0,20.0,Superboy-Prime,80.0,100.0,100.0,100.0,100.0,100.0,Orion,94.0,95.0,94.0,97.0,94.0,89.0
Rocket Raccoon,Black Knight,0.0,0.0,100.0,Rocket Raccoon,80.0,1.0,15.0,21.0,20.0,62.5,Black Knight,80.0,16.5,37.5,37.5,55.0,90.0
Hela,Ultron,83.3,0.0,16.7,Hela,85.0,100.0,76.25,72.5,93.75,87.5,Ultron,95.0,77.5,71.25,80.0,77.5,80.0
Executioner,Hulk,0.0,0.0,100.0,Executioner,60.0,95.0,75.0,70.0,75.0,85.0,Hulk,65.83,91.39,62.83,78.89,85.56,68.06
Cheetah,Namor,100.0,0.0,0.0,Cheetah,65.0,55.0,46.0,32.5,51.25,72.5,Namor,68.33,98.33,58.33,81.67,80.0,73.33
Aquaman,Mister Miracle,100.0,0.0,0.0,Aquaman,64.09,68.64,48.82,46.55,60.0,72.73,Mister Miracle,95.0,77.5,77.5,92.5,90.0,90.0
Vandal Savage,Deadpool,20.0,0.0,80.0,Vandal Savage,86.67,11.67,8.33,25.0,36.67,83.33,Deadpool,68.75,42.25,35.5,51.25,57.5,93.75
Imperiex,Darkseid,96.6,0.0,3.4,Imperiex,95.0,100.0,100.0,100.0,100.0,50.0,Darkseid,98.1,99.76,92.38,91.43,95.48,97.14
Hercules,Solomon Grundy,100.0,0.0,0.0,Hercules,70.0,100.0,75.0,100.0,100.0,85.0,Solomon Grundy,35.0,35.0,13.33,51.67,53.33,30.0
Hercules,Solomon Grundy,100.0,0.0,0.0,Hercules,65.0,100.0,80.0,100.0,100.0,100.0,Solomon Grundy,35.0,35.0,13.33,51.67,53.33,30.0
Savitar,Spider-Man,0.0,0.0,100.0,Savitar,80.0,35.0,100.0,55.0,100.0,70.0,Spider-Man,76.96,43.91,34.26,34.04,51.96,68.26
Savitar,Flash,66.7,0.0,33.3,Savitar,80.0,35.0,100.0,55.0,100.0,70.0,Flash,74.52,24.33,98.1,47.24,83.33,57.1
Apollo,Wonder Man,100.0,0.0,0.0,Apollo,75.0,55.0,100.0,60.0,85.0,70.0,Wonder Man,70.0,95.0,75.0,90.0,85.0,70.0
Apollo,Wonder Man,100.0,0.0,0.0,Apollo,90.0,75.0,100.0,75.0,100.0,80.0,Wonder Man,70.0,95.0,75.0,90.0,85.0,70.0
Mister Terrific,Black Panther,0.0,0.0,100.0,Mister Terrific,90.0,15.0,22.5,12.5,30.0,82.5,Black Panther,88.33,50.0,49.44,50.22,51.67,97.78
Black Panther,Gladiator,20.0,0.0,80.0,Black Panther,88.33,50.0,49.44,50.22,51.67,97.78,Gladiator,62.5,100.0,100.0,100.0,82.5,65.0
Black Panther,Demolition-Man,50.0,0.0,50.0,Black Panther,88.33,50.0,49.44,50.22,51.67,97.78,Demolition-Man,50.0,50.0,25.0,50.0,45.0,80.0
Big Barda,Karnak,100.0,0.0,0.0,Big Barda,72.5,87.5,65.0,75.0,67.5,100.0,Karnak,75.0,25.0,25.0,20.0,25.0,100.0
Big Barda,Kurse,0.0,0.0,100.0,Big Barda,72.5,87.5,65.0,75.0,67.5,100.0,Kurse,47.5,100.0,75.0,65.0,70.0,65.0
Big Barda,Mangog,0.0,0.0,100.0,Big Barda,72.5,87.5,65.0,75.0,67.5,100.0,Mangog,60.0,100.0,100.0,100.0,100.0,80.0
Blue Marvel,Power Girl,80.0,0.0,20.0,Blue Marvel,95.0,100.0,100.0,100.0,100.0,95.0,Power Girl,77.5,86.25,71.25,80.0,86.25,57.5
X-23,Batgirl III,33.3,0.0,66.7,X-23,55.0,13.0,19.33,46.67,50.0,58.33,Batgirl III,70.0,5.0,25.0,10.0,15.0,90.0
Black Flash,Apocalypse,100.0,0.0,0.0,Black Flash,50.0,30.0,100.0,70.0,100.0,50.0,Apocalypse,88.12,81.88,32.38,65.0,91.25,58.75
Black Spider,Apocalypse,0.0,0.0,100.0,Black Spider,65.0,6.0,25.0,10.0,12.0,55.0,Apocalypse,88.12,81.88,32.38,65.0,91.25,58.75
Phoenix,Kid Flash,100.0,0.0,0.0,Phoenix,84.5,100.0,100.0,100.0,99.0,76.0,Kid Flash,67.14,11.57,85.0,30.71,81.43,48.57
King Shark,Lobo,0.0,0.0,100.0,King Shark,50.0,40.0,20.0,41.67,43.33,40.0,Lobo,93.33,100.0,93.33,95.0,85.0,98.33
Batgirl,Plastique,100.0,0.0,0.0,Batgirl,77.22,15.11,21.56,20.33,24.22,75.0,Plastique,67.5,3.0,3.0,12.5,25.0,27.5
Anti-Man,Gladiator,75.0,0.0,25.0,Anti-Man,90.0,100.0,100.0,100.0,100.0,90.0,Gladiator,62.5,100.0,100.0,100.0,82.5,65.0
Superboy,Superboy,12.0,0.0,88.0,Superboy,68.33,80.0,71.67,60.83,77.5,51.67,Superboy,68.33,80.0,71.67,60.83,77.5,51.67
Deadpool,Black Flash,9.1,0.0,90.9,Deadpool,68.75,42.25,35.5,51.25,57.5,93.75,Black Flash,50.0,30.0,100.0,70.0,100.0,50.0
Taskmaster,Beast Boy,0.0,0.0,100.0,Taskmaster,63.33,10.33,19.33,20.0,23.33,98.33,Beast Boy,59.29,20.86,22.43,17.14,42.86,35.0
Iceman,Blob,100.0,0.0,0.0,Iceman,58.33,24.33,31.33,50.0,71.67,56.67,Blob,50.0,27.5,15.5,35.0,42.5,50.0
Green Lantern,Green Lantern,0.0,0.0,100.0,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37
Killer Croc,Mysterio,0.0,0.0,100.0,Killer Croc,47.0,28.0,15.4,15.8,28.0,39.0,Mysterio,77.5,5.5,25.0,19.0,30.0,67.5
Green Lantern,Steel,100.0,0.0,0.0,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37,Steel,82.5,55.0,32.5,57.5,57.5,42.5
Killer Frost,Ghost Rider,0.0,0.0,100.0,Killer Frost,67.5,9.5,25.5,14.0,32.0,38.5,Ghost Rider,70.62,83.12,71.88,78.75,88.75,73.75
Venom,Jubilee,100.0,0.0,0.0,Venom,62.14,30.0,21.43,25.71,52.14,75.0,Jubilee,60.0,5.0,25.0,20.0,50.0,60.0
Squirrel Girl,Howard The Duck,100.0,0.0,0.0,Squirrel Girl,32.5,25.0,25.0,15.0,40.0,40.0,Howard The Duck,65.0,1.0,25.0,10.0,20.0,30.0
Valkyrie,Odin,0.0,0.0,100.0,Valkyrie,69.0,66.0,75.0,71.0,75.0,85.0,Odin,95.0,100.0,100.0,100.0,100.0,95.0
Valkyrie,Odin,0.0,0.0,100.0,Valkyrie,69.0,66.0,75.0,71.0,75.0,85.0,Odin,99.5,92.5,92.5,95.0,98.0,96.5
Spider-Man,Superboy,100.0,0.0,0.0,Spider-Man,76.96,43.91,34.26,34.04,51.96,68.26,Superboy,68.33,80.0,71.67,60.83,77.5,51.67
Lucifer Morningstar,The Living Tribunal,78.2,0.0,21.8,Lucifer Morningstar,100.0,68.6,71.2,74.0,96.0,100.0,The Living Tribunal,100.0,100.0,100.0,100.0,100.0,100.0
Lucifer Morningstar,The Spectre,93.3,0.0,6.7,Lucifer Morningstar,100.0,68.6,71.2,74.0,96.0,100.0,The Spectre,100.0,100.0,100.0,100.0,100.0,90.0
Lucifer Morningstar,Eternity,100.0,0.0,0.0,Lucifer Morningstar,100.0,68.6,71.2,74.0,96.0,100.0,Eternity,100.0,100.0,100.0,100.0,100.0,81.67
Lucifer Morningstar,One Above All,87.6,0.0,12.4,Lucifer Morningstar,100.0,68.6,71.2,74.0,96.0,100.0,One Above All,100.0,100.0,100.0,100.0,100.0,100.0
Lucifer Morningstar,Phoenix,100.0,0.0,0.0,Lucifer Morningstar,100.0,68.6,71.2,74.0,96.0,100.0,Phoenix,84.5,100.0,100.0,100.0,99.0,76.0
Lucifer Morningstar,Superman,96.8,0.0,3.2,Lucifer Morningstar,100.0,68.6,71.2,74.0,96.0,100.0,Superman,80.13,93.59,88.62,77.69,83.72,70.9
